timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1586200537740,120583,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-91,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120583,0,281
1586200538741,120575,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-92,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120575,0,281
1586200539739,120588,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-93,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120588,0,285
1586200540740,120675,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-94,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120675,0,381
1586200541741,120589,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-95,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120589,0,283
1586200542740,120574,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-96,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120574,0,281
1586200543739,120588,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-97,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120588,0,283
1586200544740,120575,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-98,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120575,0,282
1586200545741,120590,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-99,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120590,0,281
1586200546739,120594,HTTP Request GET,500,Internal Server Error,Grupa wątków 1-100,,false,,287,133,94,94,http://ez58211rss.azurewebsites.net/,120594,0,283
1586200592351,121200,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-16,,false,,287,276,94,94,https://ez58211rss.azurewebsites.net/send,121200,0,908
1586200591774,121779,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-10,,false,,673,356,94,94,https://ez58211rss.azurewebsites.net/,1485,0,1018
1586200591774,1485,HTTP Request DELETE-0,302,Found,Grupa wątków 1-10,text,true,,386,223,94,94,https://ez58211rss.azurewebsites.net/delete,1485,0,1018
1586200593259,120294,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-10,,false,,287,133,94,94,https://ez58211rss.azurewebsites.net/,120294,0,0
1586200592334,121680,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-25,,false,,673,409,93,93,https://ez58211rss.azurewebsites.net/,1375,0,925
1586200592334,1375,HTTP Request SAVE-0,302,Found,Grupa wątków 1-25,text,true,,386,276,93,93,https://ez58211rss.azurewebsites.net/save,1375,0,925
1586200593710,120304,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-25,,false,,287,133,93,93,https://ez58211rss.azurewebsites.net/,120304,0,0
1586200593336,121637,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-26,,false,,673,409,93,93,https://ez58211rss.azurewebsites.net/,1339,0,896
1586200593336,1340,HTTP Request SAVE-0,302,Found,Grupa wątków 1-26,text,true,,386,276,93,93,https://ez58211rss.azurewebsites.net/save,1339,0,896
1586200594676,120297,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-26,,false,,287,133,93,93,https://ez58211rss.azurewebsites.net/,120297,0,0
1586200593981,121229,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-17,,false,,287,276,93,93,https://ez58211rss.azurewebsites.net/send,121229,0,919
1586200593665,121669,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-11,,false,,673,356,93,93,https://ez58211rss.azurewebsites.net/,1372,0,928
1586200593665,1372,HTTP Request DELETE-0,302,Found,Grupa wątków 1-11,text,true,,386,223,93,93,https://ez58211rss.azurewebsites.net/delete,1372,0,928
1586200595037,120297,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-11,,false,,287,133,93,93,https://ez58211rss.azurewebsites.net/,120297,0,0
1586200594320,121607,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-27,,false,,673,409,92,92,https://ez58211rss.azurewebsites.net/,1323,0,879
1586200594320,1323,HTTP Request SAVE-0,302,Found,Grupa wątków 1-27,text,true,,386,276,92,92,https://ez58211rss.azurewebsites.net/save,1323,0,879
1586200595643,120284,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-27,,false,,287,133,92,92,https://ez58211rss.azurewebsites.net/,120284,0,0
1586200594991,121172,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-18,,false,,287,276,92,92,https://ez58211rss.azurewebsites.net/send,121172,0,874
1586200594793,121604,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-7,,false,,673,356,92,92,https://ez58211rss.azurewebsites.net/,1318,0,882
1586200594793,1318,HTTP Request DELETE-0,302,Found,Grupa wątków 1-7,text,true,,386,223,92,92,https://ez58211rss.azurewebsites.net/delete,1318,0,882
1586200596111,120286,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-7,,false,,287,133,92,92,https://ez58211rss.azurewebsites.net/,120286,0,0
1586200595319,121628,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-28,,false,,673,409,91,91,https://ez58211rss.azurewebsites.net/,1331,0,868
1586200595319,1331,HTTP Request SAVE-0,302,Found,Grupa wątków 1-28,text,true,,386,276,91,91,https://ez58211rss.azurewebsites.net/save,1331,0,868
1586200596650,120297,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-28,,false,,287,133,91,91,https://ez58211rss.azurewebsites.net/,120297,0,0
1586200595960,121356,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-12,,false,,673,356,91,91,https://ez58211rss.azurewebsites.net/,1056,0,594
1586200595960,1056,HTTP Request DELETE-0,302,Found,Grupa wątków 1-12,text,true,,386,223,91,91,https://ez58211rss.azurewebsites.net/delete,1056,0,594
1586200597016,120300,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-12,,false,,287,133,91,91,https://ez58211rss.azurewebsites.net/,120300,0,0
1586200596666,121184,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-19,,false,,287,276,90,90,https://ez58211rss.azurewebsites.net/send,121184,0,880
1586200596371,121664,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-29,,false,,673,409,90,90,https://ez58211rss.azurewebsites.net/,1370,0,915
1586200596371,1370,HTTP Request SAVE-0,302,Found,Grupa wątków 1-29,text,true,,386,276,90,90,https://ez58211rss.azurewebsites.net/save,1370,0,915
1586200597741,120294,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-29,,false,,287,133,90,90,https://ez58211rss.azurewebsites.net/,120294,0,0
1586200597336,121624,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-30,,false,,673,409,90,90,https://ez58211rss.azurewebsites.net/,1329,0,879
1586200597336,1329,HTTP Request SAVE-0,302,Found,Grupa wątków 1-30,text,true,,386,276,90,90,https://ez58211rss.azurewebsites.net/save,1329,0,879
1586200598665,120295,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-30,,false,,287,133,90,90,https://ez58211rss.azurewebsites.net/,120295,0,0
1586200597585,121644,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-13,,false,,673,356,90,90,https://ez58211rss.azurewebsites.net/,1344,0,910
1586200597585,1344,HTTP Request DELETE-0,302,Found,Grupa wątków 1-13,text,true,,386,223,90,90,https://ez58211rss.azurewebsites.net/delete,1344,0,910
1586200598929,120300,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-13,,false,,287,133,90,90,https://ez58211rss.azurewebsites.net/,120300,0,0
1586200598303,121156,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-20,,false,,287,276,89,89,https://ez58211rss.azurewebsites.net/send,121156,0,871
1586200598342,121590,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-31,,false,,673,409,89,89,https://ez58211rss.azurewebsites.net/,1301,0,866
1586200598342,1301,HTTP Request SAVE-0,302,Found,Grupa wątków 1-31,text,true,,386,276,89,89,https://ez58211rss.azurewebsites.net/save,1301,0,866
1586200599643,120289,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-31,,false,,287,133,89,89,https://ez58211rss.azurewebsites.net/,120289,0,0
1586200598429,121594,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-8,,false,,673,356,89,89,https://ez58211rss.azurewebsites.net/,1307,0,871
1586200598429,1307,HTTP Request DELETE-0,302,Found,Grupa wątków 1-8,text,true,,386,223,89,89,https://ez58211rss.azurewebsites.net/delete,1307,0,871
1586200599736,120287,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-8,,false,,287,133,89,89,https://ez58211rss.azurewebsites.net/,120287,0,0
1586200599325,121168,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-21,,false,,287,276,88,88,https://ez58211rss.azurewebsites.net/send,121168,0,873
1586200599464,121667,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-32,,false,,673,409,88,88,https://ez58211rss.azurewebsites.net/,1383,0,871
1586200599464,1383,HTTP Request SAVE-0,302,Found,Grupa wątków 1-32,text,true,,386,276,88,88,https://ez58211rss.azurewebsites.net/save,1383,0,871
1586200600847,120284,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-32,,false,,287,133,88,88,https://ez58211rss.azurewebsites.net/,120284,0,0
1586200600351,121594,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-33,,false,,673,409,88,88,https://ez58211rss.azurewebsites.net/,1298,0,861
1586200600351,1298,HTTP Request SAVE-0,302,Found,Grupa wątków 1-33,text,true,,386,276,88,88,https://ez58211rss.azurewebsites.net/save,1298,0,861
1586200601649,120296,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-33,,false,,287,133,88,88,https://ez58211rss.azurewebsites.net/,120296,0,0
1586200601144,121159,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-22,,false,,287,276,88,88,https://ez58211rss.azurewebsites.net/send,121159,0,866
1586200601208,121602,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-14,,false,,673,356,88,88,https://ez58211rss.azurewebsites.net/,1313,0,869
1586200601208,1313,HTTP Request DELETE-0,302,Found,Grupa wątków 1-14,text,true,,386,223,88,88,https://ez58211rss.azurewebsites.net/delete,1313,0,869
1586200602521,120289,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-14,,false,,287,133,88,88,https://ez58211rss.azurewebsites.net/,120289,0,0
1586200601332,121603,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-34,,false,,673,409,87,87,https://ez58211rss.azurewebsites.net/,1306,0,867
1586200601332,1306,HTTP Request SAVE-0,302,Found,Grupa wątków 1-34,text,true,,386,276,87,87,https://ez58211rss.azurewebsites.net/save,1306,0,867
1586200602638,120297,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-34,,false,,287,133,87,87,https://ez58211rss.azurewebsites.net/,120297,0,0
1586200601360,121605,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-9,,false,,673,356,87,87,https://ez58211rss.azurewebsites.net/,1306,0,868
1586200601360,1307,HTTP Request DELETE-0,302,Found,Grupa wątków 1-9,text,true,,386,223,87,87,https://ez58211rss.azurewebsites.net/delete,1306,0,868
1586200602667,120298,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-9,,false,,287,133,87,87,https://ez58211rss.azurewebsites.net/,120298,0,0
1586200602322,121579,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-35,,false,,673,409,86,86,https://ez58211rss.azurewebsites.net/,1292,0,858
1586200602322,1292,HTTP Request SAVE-0,302,Found,Grupa wątków 1-35,text,true,,386,276,86,86,https://ez58211rss.azurewebsites.net/save,1292,0,858
1586200603615,120286,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-35,,false,,287,133,86,86,https://ez58211rss.azurewebsites.net/,120286,0,0
1586200602966,121155,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-23,,false,,287,276,86,86,https://ez58211rss.azurewebsites.net/send,121155,0,868
1586200602557,121587,HTTP Request DELETE,500,Internal Server Error,Grupa wątków 1-15,,false,,673,356,86,86,https://ez58211rss.azurewebsites.net/,1302,0,870
1586200602557,1302,HTTP Request DELETE-0,302,Found,Grupa wątków 1-15,text,true,,386,223,86,86,https://ez58211rss.azurewebsites.net/delete,1302,0,870
1586200603859,120285,HTTP Request DELETE-1,500,Internal Server Error,Grupa wątków 1-15,,false,,287,133,86,86,https://ez58211rss.azurewebsites.net/,120285,0,0
1586200603654,121201,HTTP Request SEND,500,Internal Server Error,Grupa wątków 1-24,,false,,287,276,85,85,https://ez58211rss.azurewebsites.net/send,121201,0,908
1586200603325,121673,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-36,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1378,0,892
1586200603325,1379,HTTP Request SAVE-0,302,Found,Grupa wątków 1-36,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1378,0,892
1586200604704,120294,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-36,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120294,0,0
1586200604356,121678,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-37,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1385,0,937
1586200604356,1385,HTTP Request SAVE-0,302,Found,Grupa wątków 1-37,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1385,0,937
1586200605742,120292,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-37,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120292,0,0
1586200605314,122278,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-38,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1986,0,894
1586200605314,1986,HTTP Request SAVE-0,302,Found,Grupa wątków 1-38,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1986,0,894
1586200607300,120292,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-38,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120292,0,0
1586200606381,121661,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-39,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1359,0,919
1586200606381,1359,HTTP Request SAVE-0,302,Found,Grupa wątków 1-39,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1359,0,919
1586200607740,120302,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-39,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120302,0,0
1586200607330,121605,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-40,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1311,0,873
1586200607330,1311,HTTP Request SAVE-0,302,Found,Grupa wątków 1-40,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1311,0,873
1586200608641,120294,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-40,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120294,0,0
1586200608326,121602,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-41,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1315,0,870
1586200608326,1315,HTTP Request SAVE-0,302,Found,Grupa wątków 1-41,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1315,0,870
1586200609641,120287,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-41,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120287,0,0
1586200609329,121589,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-42,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1303,0,863
1586200609329,1303,HTTP Request SAVE-0,302,Found,Grupa wątków 1-42,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1303,0,863
1586200610632,120286,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-42,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120286,0,0
1586200610330,121640,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-43,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1338,0,876
1586200610330,1338,HTTP Request SAVE-0,302,Found,Grupa wątków 1-43,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1338,0,876
1586200611668,120302,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-43,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120302,0,0
1586200611313,121615,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-44,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1323,0,878
1586200611313,1323,HTTP Request SAVE-0,302,Found,Grupa wątków 1-44,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1323,0,878
1586200612637,120291,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-44,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120291,0,0
1586200612332,121665,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-45,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1372,0,936
1586200612332,1372,HTTP Request SAVE-0,302,Found,Grupa wątków 1-45,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1372,0,936
1586200613704,120293,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-45,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120293,0,0
1586200613330,121599,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-46,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1306,0,867
1586200613330,1306,HTTP Request SAVE-0,302,Found,Grupa wątków 1-46,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1306,0,867
1586200614637,120292,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-46,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120292,0,0
1586200614330,121602,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-47,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1306,0,867
1586200614330,1307,HTTP Request SAVE-0,302,Found,Grupa wątków 1-47,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1306,0,867
1586200615637,120295,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-47,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120295,0,0
1586200615328,121585,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-48,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1298,0,862
1586200615328,1298,HTTP Request SAVE-0,302,Found,Grupa wątków 1-48,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1298,0,862
1586200616626,120287,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-48,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120287,0,0
1586200616327,121598,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-49,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1311,0,868
1586200616327,1311,HTTP Request SAVE-0,302,Found,Grupa wątków 1-49,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1311,0,868
1586200617638,120287,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-49,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120287,0,0
1586200617314,121643,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-50,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1347,0,880
1586200617314,1347,HTTP Request SAVE-0,302,Found,Grupa wątków 1-50,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1347,0,880
1586200618661,120296,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-50,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120296,0,0
1586200618321,121598,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-51,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1301,0,866
1586200618321,1301,HTTP Request SAVE-0,302,Found,Grupa wątków 1-51,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1301,0,866
1586200619623,120296,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-51,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120296,0,0
1586200619320,121608,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-52,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1306,0,867
1586200619320,1306,HTTP Request SAVE-0,302,Found,Grupa wątków 1-52,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1306,0,867
1586200620626,120302,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-52,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120302,0,0
1586200620325,121595,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-53,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1299,0,865
1586200620325,1299,HTTP Request SAVE-0,302,Found,Grupa wątków 1-53,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1299,0,865
1586200621624,120296,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-53,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120296,0,0
1586200621319,121619,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-54,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1314,0,877
1586200621319,1314,HTTP Request SAVE-0,302,Found,Grupa wątków 1-54,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1314,0,877
1586200622633,120305,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-54,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120305,0,0
1586200622323,121709,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-55,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1409,0,971
1586200622323,1409,HTTP Request SAVE-0,302,Found,Grupa wątków 1-55,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1409,0,971
1586200623732,120300,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-55,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120300,0,0
1586200623326,121612,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-56,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1313,0,871
1586200623326,1313,HTTP Request SAVE-0,302,Found,Grupa wątków 1-56,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1313,0,871
1586200624639,120299,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-56,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120299,0,0
1586200624338,121630,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-57,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1332,0,892
1586200624338,1332,HTTP Request SAVE-0,302,Found,Grupa wątków 1-57,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1332,0,892
1586200625670,120298,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-57,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120298,0,0
1586200625324,121600,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-58,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1311,0,869
1586200625324,1311,HTTP Request SAVE-0,302,Found,Grupa wątków 1-58,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1311,0,869
1586200626635,120289,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-58,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120289,0,0
1586200626339,121615,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-59,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1327,0,875
1586200626339,1327,HTTP Request SAVE-0,302,Found,Grupa wątków 1-59,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1327,0,875
1586200627666,120288,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-59,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120288,0,0
1586200627325,121593,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-60,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1297,0,862
1586200627325,1297,HTTP Request SAVE-0,302,Found,Grupa wątków 1-60,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1297,0,862
1586200628622,120296,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-60,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120296,0,0
1586200628319,121604,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-61,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1313,0,869
1586200628319,1313,HTTP Request SAVE-0,302,Found,Grupa wątków 1-61,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1313,0,869
1586200629633,120290,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-61,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120290,0,0
1586200629311,121596,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-62,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1311,0,873
1586200629311,1311,HTTP Request SAVE-0,302,Found,Grupa wątków 1-62,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1311,0,873
1586200630622,120285,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-62,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120285,0,0
1586200630417,121614,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-63,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1328,0,887
1586200630417,1328,HTTP Request SAVE-0,302,Found,Grupa wątków 1-63,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1328,0,887
1586200631745,120286,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-63,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120286,0,0
1586200631325,121613,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-64,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1316,0,868
1586200631325,1316,HTTP Request SAVE-0,302,Found,Grupa wątków 1-64,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1316,0,868
1586200632641,120297,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-64,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120297,0,0
1586200632329,121610,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-65,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1307,0,872
1586200632329,1307,HTTP Request SAVE-0,302,Found,Grupa wątków 1-65,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1307,0,872
1586200633636,120303,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-65,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120303,0,0
1586200633323,121615,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-66,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1304,0,866
1586200633323,1304,HTTP Request SAVE-0,302,Found,Grupa wątków 1-66,text,true,,386,276,85,85,https://ez58211rss.azurewebsites.net/save,1304,0,866
1586200634628,120310,HTTP Request SAVE-1,500,Internal Server Error,Grupa wątków 1-66,,false,,287,133,85,85,https://ez58211rss.azurewebsites.net/,120310,0,0
1586200634332,121606,HTTP Request SAVE,500,Internal Server Error,Grupa wątków 1-67,,false,,673,409,85,85,https://ez58211rss.azurewebsites.net/,1312,0,869
